title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
The Turning Point,MOVIE,2021,Uk,98,"drama, crime",IT,1,7,9
Making Fun,SHOW,2022,TV-PG,41,reality,US,1,7,557
The Irregulars,SHOW,2021,TV-14,53,"crime, drama, fantasy, scifi",GB,1,5,14714
After We Fell,MOVIE,2021,R,99,"drama, romance","FR, US",1,4,12339
My Name,SHOW,2021,TV-MA,50,"thriller, action, crime, drama",KR,1,7,18446
Hypnotic,MOVIE,2021,Uk,88,"horror, drama, thriller",CA,1,5,14887
Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,"war, history, documentation",US,1,8,8881
Yaksha: Ruthless Operations,MOVIE,2022,Uk,125,"action, thriller, crime",KR,1,6,2486
The Vault,MOVIE,2021,R,118,"action, thriller, crime, fantasy",ES,1,6,21511
How to Become a Tyrant,SHOW,2021,TV-MA,27,"war, history, documentation",US,1,7,8041
The Taming of the Shrewd,MOVIE,2022,Uk,112,"romance, comedy",PL,1,4,630
Who Killed Sara?,SHOW,2021,TV-MA,41,"drama, crime, thriller",MX,3,6,12148
Maya and the Three,SHOW,2021,TV-Y7,131,"comedy, drama, family, fantasy, animation, action",MX,1,8,3597
Aftermath,MOVIE,2021,Uk,114,"horror, thriller, drama",US,1,5,15125
Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,"crime, documentation",US,1,7,23939
The Girl from Oslo,SHOW,2021,Uk,31,"drama, thriller",NO,1,6,2973
Samurai Rabbit: The Usagi Chronicles,SHOW,2022,TV-Y7,25,"action, fantasy, scifi, animation, comedy, family",US,1,6,148
Taylor Tomlinson: Look at You,MOVIE,2022,Uk,60,"comedy, documentation",,1,7,1707
Prayers for the Stolen,MOVIE,2021,R,110,drama,"QA, MX, US, CH, AR, BR, DE",1,7,1729
There's Someone Inside Your House,MOVIE,2021,Uk,86,"thriller, horror",US,1,4,14421
Zone 414,MOVIE,2021,R,98,"thriller, scifi",GB,1,4,3878
Vincenzo,SHOW,2021,Uk,81,"action, comedy, crime, drama, romance",KR,1,8,15134
The One,SHOW,2021,TV-MA,42,"crime, drama, scifi, thriller, action",GB,1,6,12367
The Fable: The Killer Who Doesn't Kill,MOVIE,2021,Uk,132,"comedy, action, thriller",JP,1,6,1282
The Starling,MOVIE,2021,PG-13,102,"comedy, drama, fantasy",US,1,6,11733
Feria: The Darkest Light,SHOW,2022,TV-MA,50,"scifi, crime, drama, fantasy, horror, thriller",ES,1,5,1532
Intrusion,MOVIE,2021,Uk,92,"drama, thriller",US,1,5,15464
My Little Pony: A New Generation,MOVIE,2021,PG,91,"fantasy, scifi, drama, comedy, family, animation, action","CA, IE, US",1,6,3468
Cosmic Sin,MOVIE,2021,R,88,"scifi, action",US,1,2,12284
Midnight at the Pera Palace,SHOW,2022,TV-14,44,"crime, drama, history",TR,1,7,6624
VOIR,SHOW,2021,TV-MA,20,documentation,US,1,6,1255
Beast,MOVIE,2022,Uk,162,"thriller, comedy, crime, action",IN,1,6,19332
Kingdom: Ashin of the North,MOVIE,2021,Uk,92,"action, drama, fantasy, horror, thriller",KR,1,7,4890
The Summit of the Gods,MOVIE,2021,PG,95,"animation, thriller, history, drama, sport","FR, LU",1,7,4458
Vivo,MOVIE,2021,PG,95,"comedy, animation, drama, family",US,1,6,17650
Robin Robin,MOVIE,2021,G,30,"animation, comedy, family",GB,1,7,1533
Brazen,MOVIE,2022,Uk,94,"thriller, crime, drama, romance",US,1,4,11224
Pretend It's a City,SHOW,2021,TV-14,29,"comedy, documentation",US,1,8,7096
Through My Window,MOVIE,2022,R,116,"romance, comedy, drama",ES,1,5,7902
Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,TV-MA,55,"documentation, crime, thriller",US,1,5,16799
Long Story Short,MOVIE,2021,R,90,"fantasy, comedy, romance",AU,1,6,4664
Super Crooks,SHOW,2021,TV-MA,30,"scifi, drama, animation, action, crime, fantasy",JP,1,7,1984
Life After Death with Tyler Henry,SHOW,2022,TV-MA,43,reality,US,1,5,522
Night Teeth,MOVIE,2021,Uk,107,"comedy, action, crime, drama, fantasy, horror, thriller","GB, US",1,5,16890
A Cop Movie,MOVIE,2021,R,107,"drama, action, crime, thriller, documentation",MX,1,7,1626
Marmaduke,MOVIE,2022,Uk,88,"comedy, animation","CA, US",1,3,276
Catching Killers,SHOW,2021,TV-MA,40,"documentation, crime",US,2,7,2908
Animal,SHOW,2021,TV-PG,45,documentation,"US, BR",2,7,857
Hometown Cha-Cha-Cha,SHOW,2021,TV-14,78,"comedy, romance, drama",KR,1,8,9987
Fistful of Vengeance,MOVIE,2022,R,94,"fantasy, action, crime, drama",US,1,4,5985
Procession,MOVIE,2021,R,118,documentation,US,1,7,1076
Green Mothers' Club,SHOW,2022,Uk,69,drama,KR,1,7,38
Bruised,MOVIE,2021,R,129,"drama, sport, thriller","GB, US",1,6,13968
Space Sweepers,MOVIE,2021,R,136,"scifi, fantasy, action, drama",KR,1,6,24659
The Last Letter From Your Lover,MOVIE,2021,Uk,110,"romance, drama","GB, CA",1,6,16302
The Pirates: The Last Royal Treasure,MOVIE,2022,Uk,126,"action, comedy",KR,1,6,2882
Chosen,SHOW,2022,TV-MA,44,"scifi, thriller, drama",DK,1,4,1111
An astrological guide for broken hearts,SHOW,2021,TV-14,34,"comedy, romance",IT,2,7,2827
Sophie: A Murder in West Cork,SHOW,2021,TV-14,55,"crime, documentation, history",GB,1,6,5093
Yes Day,MOVIE,2021,PG,86,"comedy, family",US,1,5,23141
Standing Up,SHOW,2022,TV-MA,46,"comedy, drama",FR,1,6,133
Who Rules The World,SHOW,2022,TV-PG,44,"drama, fantasy, romance",CN,1,9,81
Monsters Inside: The 24 Faces of Billy Milligan,SHOW,2021,Uk,61,"crime, documentation",,1,6,3038
Countdown: Inspiration4 Mission to Space,SHOW,2021,TV-14,50,documentation,US,1,7,1642
Glória,SHOW,2021,TV-MA,44,"drama, history, thriller",PT,1,8,3941
This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,TV-MA,53,"crime, history, documentation",US,1,6,4246
"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,PG-13,92,documentation,"US, NL",1,6,5674
Jim Gaffigan: Comedy Monster,MOVIE,2021,Uk,70,comedy,,1,6,1549
The Wasteland,MOVIE,2022,Uk,91,"thriller, drama, horror",ES,1,4,3782
Final Account,MOVIE,2021,PG-13,94,documentation,"US, GB",1,7,950
Heist,SHOW,2021,TV-MA,43,"crime, documentation",US,1,6,1698
History of Swear Words,SHOW,2021,TV-MA,21,"comedy, documentation",US,1,6,4776
Trese,SHOW,2021,TV-MA,29,"crime, action, fantasy, horror, thriller, animation, scifi",PH,1,7,3701
The Sound of Magic,SHOW,2022,TV-14,69,"drama, fantasy, music",KR,1,8,982
Awake,MOVIE,2021,R,96,"scifi, thriller, action, drama",US,1,4,20828
The God Committee,MOVIE,2021,Uk,98,"drama, thriller",US,1,5,3761
He-Man and the Masters of the Universe,SHOW,2021,TV-Y7,26,"scifi, action, fantasy, animation, comedy, drama, family",US,2,5,1618
Moxie,MOVIE,2021,PG-13,111,"comedy, drama, music",US,1,6,24003
Rurouni Kenshin: The Beginning,MOVIE,2021,R,138,"drama, action",JP,1,7,7958
Britney vs. Spears,MOVIE,2021,Uk,93,"documentation, music",US,1,6,6612
Ali Wong: Don Wong,MOVIE,2022,R,59,comedy,US,1,6,1828
Colin in Black & White,SHOW,2021,TV-14,32,"drama, sport",US,1,5,7021
The Sons of Sam: A Descent Into Darkness,SHOW,2021,TV-MA,60,"documentation, crime, history",US,1,7,8124
Back to the Outback,MOVIE,2021,PG,95,"family, animation, comedy","US, AU",1,6,7328
Crime Scene: The Times Square Killer,SHOW,2021,TV-MA,49,"crime, documentation, history",US,1,6,3355
Badhaai Do,MOVIE,2022,Uk,147,"comedy, drama, crime",IN,1,7,15032
Tyler Perry's A Madea Homecoming,MOVIE,2022,R,105,"comedy, drama, romance",US,1,5,3447
Gone for Good,SHOW,2021,TV-MA,49,"drama, crime, thriller",FR,1,6,3863
High-Rise Invasion,SHOW,2021,TV-MA,25,"action, horror, scifi, thriller, animation",JP,1,6,2575
Record of Ragnarok,SHOW,2021,TV-MA,24,"scifi, drama, fantasy, thriller, animation, action",JP,1,6,4647
Dancing on Glass,MOVIE,2022,Uk,137,"drama, thriller",ES,1,5,585
All Hail,MOVIE,2022,Uk,118,"comedy, drama",AR,1,5,2840
7 Prisoners,MOVIE,2021,R,93,"drama, crime",BR,1,7,6444
"Money, Explained",SHOW,2021,TV-14,23,documentation,US,1,6,2143
83,MOVIE,2021,Uk,163,"drama, history, sport",IN,1,7,23781
The Way of the Househusband,SHOW,2021,TV-MA,17,"animation, action, comedy, crime, drama, romance",JP,1,7,3724
Shaman King,SHOW,2021,TV-PG,23,"comedy, fantasy, animation, action, scifi",JP,1,7,1480
SAS: Red Notice,MOVIE,2021,R,124,"action, thriller","HU, NL, CH, GB",1,5,17719
Jaguar,SHOW,2021,TV-MA,43,"war, action, drama, history",ES,1,5,1718
Dasvi,MOVIE,2022,Uk,125,"drama, comedy",IN,1,8,13140
Yasuke,SHOW,2021,TV-MA,29,"scifi, action, drama, fantasy, thriller, animation",US,1,6,4999
Saturday Morning All Star Hits!,SHOW,2021,TV-14,23,"animation, comedy",US,1,7,846
Fever Dream,MOVIE,2021,R,93,"drama, horror, thriller","CL, PE",1,5,1682
America: The Motion Picture,MOVIE,2021,R,98,"action, animation, comedy, fantasy, history, scifi, war",US,1,5,6165
The Perfect Family,MOVIE,2021,Uk,110,comedy,,1,6,46
Audible,MOVIE,2021,PG-13,39,documentation,US,1,5,23407
Love and Leashes,MOVIE,2022,R,118,"romance, comedy",KR,1,6,3820
Count Me In,MOVIE,2021,Uk,81,"documentation, music",,1,6,1654
My Best Friend Anne Frank,MOVIE,2021,PG-13,103,drama,NL,1,6,3731
Post Mortem: No One Dies in Skarnes,SHOW,2021,TV-MA,45,"thriller, comedy, drama",NO,1,7,3229
The Cook of Castamar,SHOW,2021,TV-MA,54,drama,ES,1,7,3637
Thirty-Nine,SHOW,2022,TV-MA,73,"drama, romance",KR,1,7,150
The Block Island Sound,MOVIE,2021,Uk,103,"horror, scifi, thriller",US,1,5,7558
Bulgasal: Immortal Souls,SHOW,2021,TV-MA,71,"scifi, thriller, drama, fantasy",KR,1,7,1897
Pretty Smart,SHOW,2021,TV-14,24,"comedy, drama, romance",US,1,5,4209
Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,PG-13,90,documentation,US,1,7,711
My Unorthodox Life,SHOW,2021,TV-MA,40,reality,US,1,5,1170
On the Verge,SHOW,2021,TV-MA,32,"comedy, drama",FR,1,6,2841
Restless,MOVIE,2022,R,95,"thriller, action, crime","FR, BE",1,5,3704
Rurouni Kenshin: The Final,MOVIE,2021,PG-13,138,"drama, action",JP,1,7,8367
"Devotion, a Story of Love and Desire",SHOW,2022,TV-MA,40,"drama, romance",IT,1,6,1262
Mishan Impossible,MOVIE,2022,Uk,129,"thriller, action, comedy, drama",IN,1,6,321
Baki Hanma,SHOW,2021,TV-MA,24,"thriller, animation, action, drama, sport",JP,2,6,1483
Riverdance: The Animated Adventure,MOVIE,2021,Uk,86,"fantasy, comedy, animation",CA,1,5,1700
Juvenile Justice,SHOW,2022,TV-MA,61,"drama, crime",KR,1,8,2163
City of Ghosts,SHOW,2021,TV-Y7,19,drama,FR,1,6,10
DOTA: Dragon's Blood,SHOW,2021,TV-MA,26,"scifi, action, thriller, animation, fantasy",US,2,7,17429
Blue Period,SHOW,2021,TV-14,25,"animation, drama",JP,1,7,1712
The Club,SHOW,2021,TV-14,47,"drama, comedy",TR,2,7,7810
The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,TV-MA,48,"documentation, crime, history",KR,1,6,1864
School of Chocolate,SHOW,2021,TV-PG,38,reality,US,1,7,1572
Without Saying Goodbye,MOVIE,2022,Uk,96,"romance, comedy","PE, ES",1,5,2125
Schumacher,MOVIE,2021,Uk,112,"sport, documentation",DE,1,7,21558
Wish Dragon,MOVIE,2021,PG,99,"fantasy, comedy, family, romance, animation","CN, US",1,7,24712
Falling Into Your Smile,SHOW,2021,TV-14,44,"drama, comedy, romance",CN,1,8,2019
Green Snake,MOVIE,2021,Uk,131,"fantasy, animation, action",CN,1,6,2181
Blue Miracle,MOVIE,2021,Uk,95,"drama, family","MX, US",1,6,6432
Godzilla Singular Point,SHOW,2021,TV-14,24,"scifi, animation, action, thriller",JP,1,6,1612
Snabba Cash,SHOW,2021,TV-MA,43,"drama, thriller, action, crime",SE,2,7,8176
Jimmy Carr: His Dark Material,MOVIE,2021,Uk,59,comedy,GB,1,7,4274
Cocaine Cowboys: The Kings of Miami,SHOW,2021,TV-MA,53,"documentation, crime, history",,1,7,2624
Wild Abandon,SHOW,2022,TV-MA,51,"drama, comedy",TR,1,7,3634
Good on Paper,MOVIE,2021,R,92,"romance, comedy",US,1,5,11401
The Royal Treatment,MOVIE,2022,Uk,96,"romance, comedy, family",US,1,5,8127
Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,Uk,97,"horror, thriller, comedy",PL,1,3,3436
The Upshaws,SHOW,2021,TV-14,30,comedy,US,2,6,2296
Aileen Wuornos: American Boogeywoman,MOVIE,2021,R,85,"drama, horror, thriller",US,1,3,1349
Aziz Ansari: Nightclub Comedian,MOVIE,2022,R,29,comedy,US,1,7,1964
Love (ft. Marriage and Divorce),SHOW,2021,TV-PG,69,"drama, romance",KR,3,6,433
Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,R,100,"drama, documentation, crime",US,1,6,7993
"Vengeance Is Mine, All Others Pay Cash",MOVIE,2021,Uk,114,"drama, comedy, romance, action",ID,1,7,464
Neymar: The Perfect Chaos,SHOW,2022,TV-MA,55,"documentation, sport","BR, US",1,6,2907
"Nevertheless,",SHOW,2021,Uk,69,"drama, romance",KR,1,7,4485
Single All the Way,MOVIE,2021,Uk,99,"comedy, drama, romance",CA,1,6,14862
Nate Bargatze: The Greatest Average American,MOVIE,2021,Uk,60,comedy,US,1,7,1295
Eden,SHOW,2021,TV-PG,25,"scifi, fantasy, animation, action, drama, family",JP,1,6,1111
Minnal Murali,MOVIE,2021,Uk,158,"action, comedy, drama, fantasy, scifi",IN,1,8,24681
Tribes of Europa,SHOW,2021,TV-MA,47,"scifi, fantasy, action, drama",DE,1,6,11794
Finding 'Ohana,MOVIE,2021,PG,123,"comedy, family, action",US,1,6,9819
Q-Force,SHOW,2021,TV-MA,23,"scifi, animation, action, comedy, crime, fantasy",US,1,6,4963
To All the Boys: Always and Forever,MOVIE,2021,PG-13,115,"romance, comedy, drama",US,1,6,24232
Bad Sport,SHOW,2021,TV-MA,65,"crime, sport, documentation",,1,7,1912
Age of Samurai: Battle for Japan,SHOW,2021,TV-MA,43,"drama, history, war, documentation, action",US,1,7,4022
He's All That,MOVIE,2021,R,91,"comedy, romance",US,1,4,23474
Bling Empire,SHOW,2021,TV-MA,39,reality,US,2,5,2608
Misha and the Wolves,MOVIE,2021,PG-13,90,"documentation, drama","BE, GB, DE",1,6,2303
Surviving Death,SHOW,2021,TV-MA,54,"documentation, reality",US,1,6,1991
Never Back Down: Revolt,MOVIE,2021,R,89,"drama, sport, action, crime",US,1,3,482
Dig Deeper: The Disappearance of Birgit Meier,SHOW,2021,Uk,59,"crime, documentation",DE,1,7,1622
The Journalist,SHOW,2022,TV-14,51,"drama, thriller",JP,1,7,542
Mixtape,MOVIE,2021,Uk,94,"comedy, drama, family, romance",US,1,6,3000
Untold: Malice at the Palace,MOVIE,2021,R,69,"crime, documentation, sport",US,1,7,7532
Baking Impossible,SHOW,2021,TV-PG,49,reality,US,1,7,1004
Death to 2021,MOVIE,2021,Uk,60,comedy,"GB, US",1,6,14315
Beyond Evil,SHOW,2021,TV-MA,66,"crime, thriller, drama",KR,1,8,2776
Jeff Foxworthy: The Good Old Days,MOVIE,2022,Uk,60,"comedy, documentation",,1,6,374
Hilda and the Mountain King,MOVIE,2021,Uk,84,"fantasy, animation, comedy, drama, family","CA, GB",1,7,2146
40 Years Young,MOVIE,2022,Uk,81,comedy,MX,1,4,215
The Privilege,MOVIE,2022,Uk,107,"scifi, thriller, drama, horror",DE,1,4,3900
The River Runner,MOVIE,2021,Uk,86,"documentation, action",,1,6,1572
My Father's Violin,MOVIE,2022,Uk,112,drama,TR,1,6,3049
Extinct,MOVIE,2021,Uk,85,"comedy, family, animation","US, CA, CN",1,5,2393
Prey,MOVIE,2021,Uk,87,"drama, thriller",DE,1,4,7084
Centaurworld,SHOW,2021,TV-Y7,29,"scifi, action, family, fantasy, animation, comedy",US,2,7,1939
Django & Django,MOVIE,2021,Uk,80,documentation,,1,6,873
Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,Uk,96,"crime, documentation",DE,1,7,4529
Power Rangers Dino Fury,SHOW,2021,TV-Y7,21,"comedy, drama, fantasy, scifi, thriller, action",,2,7,479
House of Secrets: The Burari Deaths,SHOW,2021,TV-MA,45,"documentation, crime, history",IN,1,7,9504
Photocopier,MOVIE,2021,Uk,130,"drama, thriller, crime",ID,1,6,2815
Open Your Eyes,SHOW,2021,TV-MA,47,"scifi, drama, thriller",PL,1,6,1413
Tiger King: The Doc Antle Story,SHOW,2021,TV-MA,42,"crime, documentation",US,1,6,1330
Tear Along the Dotted Line,SHOW,2021,TV-14,19,"drama, comedy, animation",IT,1,8,7595
Pray Away,MOVIE,2021,PG-13,101,documentation,US,1,6,2714
Feels Like Ishq,SHOW,2021,TV-MA,42,"drama, romance, comedy",IN,1,6,1514
Bordertown: The Mural Murders,MOVIE,2021,Uk,107,"crime, drama",FI,1,6,2074
Octonauts: Above & Beyond,SHOW,2021,TV-Y,25,"family, animation",KR,1,7,66
The Crew,SHOW,2021,TV-14,29,comedy,US,1,6,5396
The Unlikely Murderer,SHOW,2021,TV-MA,46,"drama, crime",SE,1,7,3954
A Boy Called Christmas,MOVIE,2021,PG,106,"family, fantasy, drama",GB,1,6,20838
Tall Girl 2,MOVIE,2022,Uk,97,"romance, comedy, drama, family",US,1,4,3916
Afterlife of the Party,MOVIE,2021,Uk,109,"fantasy, drama, romance, comedy",US,1,5,8223
Byron Baes,SHOW,2022,TV-MA,45,reality,AU,1,2,445
The Kingdom,SHOW,2021,TV-MA,47,"drama, crime",AR,1,6,1319
Spycraft,SHOW,2021,TV-MA,34,documentation,US,1,6,1976
"Sex, Love & Goop",SHOW,2021,TV-MA,35,"comedy, romance",US,1,4,713
Sparking Joy with Marie Kondo,SHOW,2021,TV-PG,20,reality,,1,6,341
Elite Short Stories: Guzmán Caye Rebe,SHOW,2021,TV-MA,12,"drama, crime, thriller",ES,1,7,2254
Elite Short Stories: Patrick,SHOW,2021,TV-MA,12,"comedy, drama",ES,1,6,671
The Seventh Day,MOVIE,2021,R,87,horror,US,1,4,4248
Top Secret UFO Projects: Declassified,SHOW,2021,TV-PG,43,documentation,GB,1,5,1371
Cobalt Blue,MOVIE,2022,Uk,112,"drama, romance",IN,1,6,952
Getting Curious with Jonathan Van Ness,SHOW,2022,TV-MA,26,"comedy, reality",US,1,7,494
The Orbital Children,SHOW,2022,TV-14,32,"action, scifi, drama, fantasy, animation",JP,2,6,497
Move to Heaven,SHOW,2021,TV-MA,52,drama,KR,1,8,5307
Gabby's Dollhouse,SHOW,2021,TV-Y,23,"fantasy, animation, comedy, family",US,4,7,344
Fatma,SHOW,2021,TV-MA,42,"crime, drama, thriller",TR,1,7,8185
Single’s Inferno,SHOW,2021,TV-PG,64,reality,KR,2,7,1460
A Castle for Christmas,MOVIE,2021,Uk,98,"romance, comedy, drama, family","US, GB",1,5,11727
The Loud House Movie,MOVIE,2021,G,83,"animation, action, thriller, fantasy, drama, family, music, comedy",US,1,6,1893
Inspector Koo,SHOW,2021,TV-14,69,"action, comedy, thriller",KR,1,6,534
Last Chance U: Basketball,SHOW,2021,TV-MA,60,"documentation, sport",US,1,8,2429
Waffles + Mochi,SHOW,2021,TV-Y,30,family,US,1,7,463
Sisyphus,SHOW,2021,Uk,71,"action, fantasy, scifi, drama",KR,1,7,3688
Love is Blind: Japan,SHOW,2022,TV-PG,57,"reality, romance",JP,1,7,394
Back to 15,SHOW,2022,TV-14,39,"comedy, drama",BR,1,6,574
The Invisible Thread,MOVIE,2022,Uk,109,"drama, comedy, family",IT,1,6,1432
Battle Kitty,SHOW,2022,TV-Y7,32,"animation, action, comedy, family, fantasy, scifi",US,1,7,60
Misfit: The Series,SHOW,2021,Uk,24,comedy,NL,1,7,72
Lead Me Home,MOVIE,2021,Uk,40,documentation,US,1,7,23407
Once Upon a Time... Happily Never After,SHOW,2022,TV-MA,30,"scifi, comedy, fantasy",ES,1,5,437
Aranyak,SHOW,2021,TV-MA,41,"crime, thriller, drama",IN,1,7,7629
Ganglands,SHOW,2021,TV-MA,46,"action, crime, drama, thriller",FR,1,7,2460
Shaun the Sheep: The Flight Before Christmas,MOVIE,2021,G,30,"comedy, animation, family",GB,1,7,1448
Trollhunters: Rise of the Titans,MOVIE,2021,Uk,104,"comedy, drama, family, fantasy, animation, action",US,1,6,4614
Elite Short Stories: Nadia Guzmán,SHOW,2021,TV-MA,11,"drama, romance",ES,1,6,1851
Operation Hyacinth,MOVIE,2021,Uk,112,"crime, drama, thriller",PL,1,6,2802
Grudge,MOVIE,2021,Uk,104,"thriller, crime, drama",TR,1,5,4185
Four to Dinner,MOVIE,2022,Uk,104,"comedy, romance",IT,1,6,2913
Swap Shop,SHOW,2021,TV-14,30,reality,US,2,6,325
Headspace Guide to Meditation,SHOW,2021,TV-G,22,"documentation, animation",US,1,8,1540
Twenty Somethings: Austin,SHOW,2021,TV-MA,30,reality,US,1,6,427
Kuthiraivaal,MOVIE,2021,Uk,125,drama,IN,1,6,150
More the Merrier,MOVIE,2021,Uk,112,comedy,ES,1,5,3080
I Am All Girls,MOVIE,2021,Uk,107,"crime, drama, thriller",ZA,1,5,5704
The Parisian Agency: Exclusive Properties,SHOW,2021,TV-14,54,reality,FR,2,7,593
The Kissing Booth 3,MOVIE,2021,PG-13,112,"romance, comedy","US, ZA, GB",1,4,15536
Penguin Town,SHOW,2021,TV-G,30,"documentation, drama, family, comedy",ZA,1,7,824
Kitz,SHOW,2021,TV-MA,44,"thriller, drama","AT, DE",1,5,2302
Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,2021,PG-13,97,comedy,,1,7,286
This Is Pop,SHOW,2021,TV-MA,44,"music, documentation",CA,1,6,1076
Pelé,MOVIE,2021,PG-13,108,"documentation, sport",GB,1,7,4169
Etharkkum Thunindhavan,MOVIE,2022,Uk,151,"action, crime, drama, thriller",IN,1,7,9968
Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,R,84,"documentation, crime",GB,1,6,3123
Don't Kill Me,MOVIE,2021,Uk,90,"romance, fantasy, horror",IT,1,4,1611
Elite Short Stories: Phillipe Caye Felipe,SHOW,2021,Uk,13,"comedy, drama, romance",ES,1,6,655
Found,MOVIE,2021,PG,97,"documentation, drama","US, CN",1,7,1145
Luna Park,SHOW,2021,TV-MA,50,"drama, romance",IT,1,6,691
Three Songs for Benazir,MOVIE,2021,Uk,22,drama,AF,1,7,23407
Forecasting Love and Weather,SHOW,2022,TV-14,66,"drama, romance",KR,1,7,1016
Brian Regan: On the Rocks,MOVIE,2021,Uk,58,comedy,US,1,6,601
Ride or Die,MOVIE,2021,R,142,"thriller, drama, romance",JP,1,5,1808
Monster,MOVIE,2021,R,98,"drama, crime","CA, US",1,6,5574
Amend: The Fight for America,SHOW,2021,TV-MA,59,"war, documentation, history",US,1,7,1281
Go Dog Go,SHOW,2021,TV-Y,24,animation,US,2,7,179
Mobile Suit Gundam Hathaway,MOVIE,2021,PG-13,96,"drama, romance, scifi, animation, action",JP,1,6,1331
This Is the Night,MOVIE,2021,R,100,"drama, comedy",US,1,5,556
Selling Tampa,SHOW,2021,TV-MA,40,reality,US,1,4,708
The Whole Truth,MOVIE,2021,R,125,"horror, thriller, drama",TH,1,5,3073
Elves,SHOW,2021,TV-14,24,"fantasy, horror, thriller, family, drama, scifi",DK,1,5,4075
A Week Away,MOVIE,2021,Uk,94,"drama, family, romance",US,1,5,4465
Crazy About Her,MOVIE,2021,Uk,102,"comedy, romance",ES,1,6,5435
Below Zero,MOVIE,2021,Uk,106,"action, crime, horror, thriller, drama",ES,1,6,18840
Light the Night,SHOW,2021,TV-MA,57,"drama, thriller, crime",TW,3,7,968
800 Meters,SHOW,2022,TV-MA,52,"documentation, crime",ES,1,6,459
Action Pack,SHOW,2022,TV-Y,28,"action, comedy, family, fantasy, scifi, animation",US,1,6,66
Finding Ola,SHOW,2022,TV-14,53,"comedy, drama",,1,7,1431
Pui Pui Molcar,SHOW,2021,TV-Y7,2,"animation, comedy, family",JP,1,8,335
Generation 56K,SHOW,2021,TV-14,30,"comedy, drama, romance",IT,1,7,2317
Ferry,MOVIE,2021,Uk,106,"drama, thriller, action, crime","NL, BE",1,7,10748
Elite Short Stories: Samuel Omar,SHOW,2021,Uk,12,"comedy, drama",ES,1,6,620
Yara,MOVIE,2021,Uk,95,"drama, crime, thriller",IT,1,6,4205
Call My Agent Bollywood,SHOW,2021,TV-MA,45,"drama, comedy",IN,1,7,6162
Elite Short Stories: Omar Ander Alexis,SHOW,2021,TV-MA,12,"drama, crime, thriller",ES,1,7,1903
"Young, Famous & African",SHOW,2022,TV-MA,43,reality,ZA,1,4,354
The 8th Night,MOVIE,2021,Uk,115,"horror, thriller",KR,1,5,3181
Skater Girl,MOVIE,2021,PG,107,"drama, family, sport","IN, US",1,6,4180
Penguin Bloom,MOVIE,2021,PG-13,95,drama,"AU, US",1,6,9792
Elite Short Stories: Carla Samuel,SHOW,2021,TV-MA,14,"drama, romance",ES,1,6,2609
Sentinelle,MOVIE,2021,Uk,80,"drama, thriller, action, crime",FR,1,4,7726
Kid Cosmic,SHOW,2021,TV-Y7,23,"action, comedy, family, fantasy, scifi, animation",US,3,7,1354
Framed! A Sicilian Murder Mystery,SHOW,2022,TV-MA,31,"comedy, crime",IT,1,6,900
AlRawabi School for Girls,SHOW,2021,TV-14,48,drama,JO,1,7,5708
"Michela Giraud: The Truth, I Swear!",MOVIE,2022,Uk,60,"comedy, documentation",IT,1,5,54
